Sigma,rouge-1-r,rouge-1-p,rouge-1-f,rouge-2-r,rouge-2-p,rouge-2-f,rouge-l-r,rouge-l-p,rouge-l-f
0.6,0.559681157541898,0.4537850174771241,0.48444129497152283,0.4185825163161817,0.35578086277626814,0.3692912932584998,0.4984056968715789,0.4116802699941788,0.4362889096001174
0.7,0.5595399768239899,0.45350435323059285,0.4843874872665489,0.41823037326706347,0.35652016084651045,0.36984419666907703,0.49919661011116195,0.4120575924169666,0.4369465485021984
0.8,0.5606364431954127,0.4529108179536033,0.4843247736246408,0.4194080046386717,0.3557357131775255,0.3698343456382134,0.5000831420039269,0.4112986591538897,0.4368205156744616
0.9,0.5609586950983012,0.4522891365423357,0.4840272175684756,0.41965926883888616,0.35465385202090477,0.36911289148202153,0.4995583022740873,0.4100558200222691,0.43575986628919205
1.0,0.5617287207064746,0.4516588790722903,0.48391181778089903,0.42054003520431843,0.3544824599671634,0.369441414831012,0.5008037613510878,0.4100628970622851,0.436297199027843
2.0,0.565995702814168,0.45389315326810153,0.4870507594297393,0.4252709430490127,0.35757958984209004,0.37310673125541705,0.5058698023108446,0.4129828416001093,0.43991180089824333
3.0,0.5682278999777592,0.45479694906746637,0.48841621880650127,0.42682864284680544,0.358100756869188,0.3738747018110599,0.5061734385201228,0.41259758720183626,0.4399066358370947
4.0,0.5650831838601923,0.45283362028345453,0.4860698912861809,0.42408541248300946,0.3557494966267852,0.3714101435619736,0.5035539570435618,0.4105809081012429,0.43768824694873265
5.0,0.5685043320324832,0.45429889629102294,0.48810200881148375,0.4272851053788146,0.3576656738646106,0.37378014546653143,0.5070926094638887,0.4124502395270256,0.4400579151242352
6.0,0.5643192140512477,0.45163349274435566,0.48493004664279504,0.42235725764640164,0.35383421992082026,0.36945618367745003,0.5018612506747683,0.4088153290420747,0.4358754926429629
7.0,0.5688528649828251,0.45499739878854467,0.4889006598441241,0.4272314766708826,0.3585724574152595,0.3744284330909124,0.5076442608382844,0.41353151114018555,0.44110736776267573
8.0,0.5741730021992508,0.4578886583139809,0.49275725617177885,0.4333990666224431,0.36222692097727416,0.3791853397432205,0.5135894284410455,0.417052456457201,0.44562777591075053
9.0,0.5635594332416912,0.45179310530148187,0.4849884450750477,0.4223248599937514,0.3555060177402069,0.370734152310872,0.5035437601140539,0.4107242532617248,0.4377740791150143
10.0,0.566883448713883,0.4537902410968537,0.4875772268641808,0.4265075433413711,0.35771209246926416,0.3738221610020529,0.5066775774215634,0.4126354165570525,0.44031437165655574
