Sigma,rouge-1-r,rouge-1-p,rouge-1-f,rouge-2-r,rouge-2-p,rouge-2-f,rouge-l-r,rouge-l-p,rouge-l-f
7.5e-10,0.5332401636723064,0.43367367190468165,0.462108029234407,0.3842340917745356,0.3370818696279748,0.3449380492529743,0.47354562404092415,0.3919494407178592,0.41476654303888105
1e-09,0.5314838793674035,0.43147819219242706,0.4601773674720464,0.38048506982715413,0.33372592427429043,0.3416713994135226,0.46819921401207826,0.3879408243413166,0.4104113863244168
2.5e-09,0.5334716520492295,0.4339783399222188,0.4624929609520323,0.3833097223150928,0.3370531272354796,0.34464885845419774,0.4722594142850196,0.39172839407256493,0.4143461851504491
5e-09,0.537342300237854,0.43648667211682984,0.4653522873244309,0.38809475602851795,0.34033157713578066,0.34847059987119056,0.47552571061085613,0.3940435024842079,0.4168305869400411
7.5e-09,0.5348845853139114,0.4341385976265151,0.4628900969423978,0.3859028165380289,0.3374462169188522,0.34561714993991555,0.47508852180239913,0.3924080293246073,0.41549827863871797
1e-08,0.5351452123679168,0.4347883943110096,0.4636402821514734,0.38562331802276206,0.3381889240575686,0.34624159168851487,0.4748751073718575,0.39305968767974225,0.4160952615661862
2.5e-08,0.5373308996318454,0.43610839766366416,0.46535755841032495,0.3879137535077701,0.3397372182665305,0.3481950607266243,0.47651143212077407,0.394123442984823,0.41746526089449615
5e-08,0.532229965268769,0.43364013900537346,0.4616918842921647,0.38311536196925755,0.33680623886261934,0.34439984799949713,0.47217001350937676,0.3919399264461703,0.4142326390637849
7.5e-08,0.5355730839302134,0.4352508090665093,0.4638709037073848,0.3867907292317518,0.3389667709043138,0.34704418095674405,0.4752841167220672,0.3932491797331903,0.41610827441273524
1e-07,0.5332867548390982,0.4335998326878234,0.46219096950489363,0.3847593823908284,0.33774508959401744,0.3456509183639604,0.47403192880971556,0.3926533898480261,0.41550464547436355
2.5e-07,0.5329613857995772,0.43575237909246806,0.4632309516873201,0.38402269877784,0.3396692881981402,0.3463867641793606,0.47270341961933193,0.39412475956347004,0.41569402913412423
5e-07,0.5320356890075044,0.432578759550123,0.4608351711645617,0.38345230004531694,0.336641244144536,0.3443086236092422,0.47165016206934457,0.39087329186155206,0.41333484271671644
7.5e-07,0.5351339356864914,0.43460185023893344,0.46348463295890513,0.38733049926174085,0.33874936521293275,0.3471039378462865,0.4752991513518165,0.39294301270159665,0.4160286099451946
1e-06,0.5317941028985509,0.4322441651935486,0.46069461627157277,0.38245273537219593,0.3353194926168535,0.3431832636486625,0.4711344969280784,0.38986486532484743,0.41255883297831913
2.5e-06,0.5347268567667559,0.4338924987237873,0.4627534479353385,0.386051476374099,0.33764983218716604,0.34589281797786897,0.47386706253669336,0.3916984089490793,0.41466017162838636
5e-06,0.5324824511794265,0.43235497485763047,0.46105046245729914,0.3844108995030185,0.3359979884275168,0.3443841417603027,0.47202308893643713,0.3902095516309738,0.41317293521258486
7.5e-06,0.5341530461823354,0.4346836278341852,0.46300131853177756,0.384806577847642,0.3378535136648846,0.34564955044597023,0.4728947677439184,0.3924196192163317,0.4148596357548747
1e-05,0.5342742525691183,0.43480677427948394,0.4631965002645646,0.38431734368443116,0.3381973637087275,0.3456781589243845,0.4730537514259287,0.392605225681144,0.4150265587353439
2.5e-05,0.53119537323661,0.432731090088253,0.46052842596884114,0.38284542947340594,0.33622103550608734,0.3435953168113057,0.47132099766526203,0.39056500900534546,0.41282212394600387
5e-05,0.5343254945601758,0.4349230893841184,0.4631005847403488,0.38575984650608364,0.3384726981126093,0.34622740891015347,0.47366407805043753,0.39292289864666513,0.41531133806297865
7.5e-05,0.5304679874407112,0.4317055098515237,0.45968457960471615,0.38028409367874216,0.3343110829356324,0.34174125907761277,0.46894640710310115,0.3891119220186644,0.4111906191869755
0.0001,0.534899093758223,0.43566365846865474,0.46415351318588766,0.3862439685306485,0.33944587118682523,0.34738183491491137,0.4739085775605005,0.3933159732241679,0.41594559291987304
0.00025,0.5364427581235722,0.43551182842534975,0.46456025327283007,0.38744113290934207,0.3392655364417413,0.34756596791534405,0.47612205570886407,0.3935418539130321,0.416818517561111
0.0005,0.5378215319943009,0.43548132643938997,0.46495773237747334,0.38897854795160713,0.338953275475049,0.3478993718263551,0.4774290282132354,0.3933106561649885,0.41707845140736083
0.00075,0.5359564050928282,0.4354078080395225,0.46433737466177327,0.38667472642450157,0.3383925633935828,0.3467327571542663,0.4751201153966334,0.39335094885320715,0.4163589305968294
0.001,0.5362450355343376,0.43542719737590846,0.46410563772877794,0.38671143181198325,0.33829639921584154,0.346302826318166,0.47577300879059625,0.39330873227943497,0.41627868262305057
0.0025,0.5338327396655104,0.4337412935104204,0.4626169307447856,0.3845036372959678,0.3375010989776735,0.345640416690597,0.4737104539567085,0.39208463026857493,0.41520455062815426
0.005,0.5311972723765052,0.43456111393346797,0.46138178059243595,0.3815290417546913,0.33793062693507436,0.3438940419541849,0.47055948122093416,0.3924838989770437,0.4134567379747684
0.0075,0.5172302732977044,0.43636364013967055,0.45438170529970984,0.371477373239305,0.3393680486293766,0.33846533982311905,0.45862245312701844,0.39435483142980055,0.40746799048370613
0.01,0.4625931321994622,0.4457009135401495,0.4269207222853671,0.33238758338827795,0.34902514649829486,0.31730876300657607,0.4105054414794144,0.4044548753629356,0.38349778186274763
0.025,0.3191444280919195,0.4707183993418183,0.34838127021616416,0.22504550981468258,0.3781425166352529,0.2556409532673876,0.2872319225913684,0.4330910517451877,0.31692070919593646
0.05,0.46154444313232246,0.4445600852888847,0.42592819533252907,0.3277466453072351,0.3492506576192055,0.3156708568539802,0.4087853567128534,0.4031096544278496,0.3822065139001784
0.075,0.4995120686776791,0.43903351345331204,0.4462251493356528,0.35990501249048135,0.34547236748683396,0.3345595840376905,0.44330512851195597,0.39834068828857255,0.40112570750825716
0.1,0.5142928431123095,0.43759853053150566,0.4530463692499237,0.3731929984421658,0.34433575332456584,0.34106878647808636,0.4580416256458753,0.39730042595000986,0.4080324673308475
0.2,0.540077808138731,0.43580899261377504,0.4653743893815648,0.3893289566055919,0.3377401530909211,0.3466626094337934,0.4784804153691474,0.39386188341251555,0.41724068894699146
0.3,0.5494665539083423,0.4465580434029883,0.4764077947368002,0.40214893963813714,0.3477245566771445,0.3584529313243954,0.48793172274207075,0.40361988234325735,0.4275555478886708
0.4,0.5475303772653229,0.4478900396085645,0.4758868531105629,0.40045913204641964,0.347962793902455,0.35716679743826374,0.4828980704299525,0.4022829449043077,0.42424292234150196
0.5,0.5503576976858158,0.4501546781535511,0.47832539977177596,0.4047086743798352,0.35104916558473,0.3605250094967353,0.4871767234211598,0.4056442580690931,0.42789420805579603
0.6,0.5559927229775212,0.4538727647678828,0.48241743227156814,0.41307675221863505,0.35673376111522204,0.36685225046651276,0.4926048325450148,0.4095607488943249,0.4320328990710674
0.7,0.554900371945058,0.45260269569920797,0.48136014028506147,0.4128578547375467,0.35614080133171183,0.3665276122436509,0.49003782625971687,0.40796279774715377,0.4302751225940099
0.8,0.5516685375715512,0.4497181641485163,0.4787475971812648,0.40829708622520594,0.3521232694691735,0.3625281655211903,0.4888502273672541,0.4055741622661919,0.4286049441889002
0.9,0.5508480078661795,0.4492412671266003,0.4776695179173101,0.406574709952963,0.3507101030104714,0.36057150983610947,0.4855689423631928,0.4033546433529745,0.4255837057879843
1.0,0.5573443084112837,0.45555898809533946,0.4836361905286178,0.41532388641894163,0.3583743438567838,0.3680510336283586,0.4946677989089068,0.4116225843982296,0.43375733874404204
2.0,0.5508545660025713,0.4539434270319275,0.480500668548911,0.4077775112187819,0.35641742161652656,0.36464107124248935,0.48748872803759297,0.40960000935756047,0.4301309806676163
3.0,0.5484389031264317,0.4508769647645237,0.47731913720653796,0.4049032068661905,0.35190632432064595,0.3602399554805519,0.48579280989661033,0.4066373267460402,0.4272711437900924
4.0,0.551304624844435,0.4520701735080279,0.4793364898855781,0.4081323899084754,0.35387895487278137,0.36275330475685763,0.4885512231891861,0.40820533313182056,0.42940208564446425
5.0,0.5526002718383456,0.45461673917792966,0.4813384649018291,0.4114557496262002,0.3571317271705464,0.3659738113985261,0.4901053832820649,0.4105869495592356,0.4314233061214684
6.0,0.551929520261958,0.453575629795134,0.4806036239624879,0.4078236841909349,0.35494057502268106,0.36350751974262696,0.48884713301516064,0.4091412870302668,0.43024035516492115
7.0,0.5510277944193288,0.4533428021775318,0.47999227766006525,0.40796277057554436,0.354853444633638,0.3634530635002954,0.48781402343602637,0.408863505721346,0.429620182717687
8.0,0.5550198216686407,0.45501942945585083,0.4826509494917499,0.41100823787190405,0.3561660132923485,0.36544082876634376,0.49095259194612306,0.4101057030036168,0.4316393533982782
9.0,0.554558679596327,0.45542144965403036,0.48261935587336746,0.4119328115810909,0.35709437594254895,0.36635702635207573,0.4921810840959133,0.4112306505915931,0.43271377718564635
10.0,0.5536098351103845,0.45383739090635333,0.4814018780071367,0.41066389464216113,0.35525542435560026,0.3646914093246971,0.49067051851164345,0.4091074414069928,0.430891039352491
