1e-10,0.5691692503847496,0.46311706743775094,0.4928679209873413,0.4410917627322657,0.36743098570345617,0.3843633590926467,0.5123780520517917,0.4230375724962254,0.4476071909842256,0.490588947,0.381699937,0.445846941
2.5e-10,0.579034084543058,0.4690449211251863,0.49962295234785,0.4519073259236727,0.3748418866290025,0.3923328194408882,0.5230910371142095,0.43017419467336154,0.45557445087680276,0.490588947,0.381699937,0.445846941
5e-10,0.5819691526766545,0.47215776434202683,0.5036678362804418,0.4558102643584692,0.37958837658289535,0.39764885481600687,0.5265784922349632,0.4329044862406506,0.4594113718119788,0.490588947,0.381699937,0.445846941
7.5e-10,0.5762435209484579,0.466410360469863,0.4983406608433454,0.4481615469197712,0.37276567070243694,0.39083028525566504,0.5202533187688615,0.4279374062711884,0.45437359892439,0.490588947,0.381699937,0.445846941
1e-09,0.5895801042931219,0.4766329265340553,0.5093745745186135,0.46301432561071465,0.3833680273324199,0.4028563626634753,0.5332174673278176,0.43772799507621113,0.465164335439722,0.490588947,0.381699937,0.445846941
2.5e-09,0.5772243633968127,0.46972485036780637,0.49985881984284275,0.44847877453357693,0.37484069437325596,0.3913924843569874,0.5228448340927762,0.43175407790252335,0.4567770486730536,0.490588947,0.381699937,0.445846941
5e-09,0.5848725806720266,0.4721423016581043,0.5039994981266501,0.4605076003689718,0.37984909430005337,0.39881075297682517,0.5331292117005816,0.43613376267928883,0.46306022612737036,0.490588947,0.381699937,0.445846941
7.5e-09,0.5688880996852241,0.46372864505100364,0.49356561995135917,0.43963145811464005,0.3679304962383057,0.3842227046497565,0.5136527561334743,0.42459713464500104,0.44934565409634414,0.490588947,0.381699937,0.445846941
1e-08,0.5803484149963678,0.4725424706359694,0.5018825278624566,0.45554214003627647,0.3794593271675705,0.3963188874720327,0.5266695171725142,0.4356732333638102,0.4599196668223421,0.490588947,0.381699937,0.445846941
2.5e-08,0.5796382765724686,0.46930719472229554,0.5010050479233426,0.45489125571106936,0.3773847479327247,0.39588373096231416,0.5282078212573645,0.43404562026456056,0.4607555826927677,0.490588947,0.381699937,0.445846941
5e-08,0.5659570341043463,0.45917970927245305,0.48846364085441274,0.43874521265680844,0.36481931854445887,0.38080053933534885,0.5090273101786409,0.4189619514082098,0.4431357071268772,0.490588947,0.381699937,0.445846941
7.5e-08,0.5871548634103515,0.47489345124463983,0.5069986067158682,0.46134392844403305,0.3811885664674626,0.4006167348783475,0.533239085308238,0.4372339100397342,0.4644285372782799,0.490588947,0.381699937,0.445846941
